Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Total amount,Quantity,Discount,Profit,Shipping Cost,Order Priority,unit_price,day,month,year,dayofweek,weekofyear,quarter,lag1,lag7,lag30,rolling7,rolling30,season
38771,CA-2011-167199,07-01-2011,11-01-2011,Standard Class,ME-17320,Maria Etezadi,Home Office,Henderson,Kentucky,United States,42420,US,South,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2573.82,9,0,746.4078,258.99,High,285.98,7,1,2011,4,1,1,19.44,445.41,89.55,587.8935714,212.3979533,Winter
38774,CA-2011-167199,07-01-2011,11-01-2011,Standard Class,ME-17320,Maria Etezadi,Home Office,Henderson,Kentucky,United States,42420,US,South,TEC-PH-10004977,Technology,Phones,GE 30524EE4,391.98,2,0,113.6742,62.37,High,195.99,7,1,2011,4,1,1,2573.82,716.04,3.54,541.5992857,225.3459533,Winter
38772,CA-2011-167199,07-01-2011,11-01-2011,Standard Class,ME-17320,Maria Etezadi,Home Office,Henderson,Kentucky,United States,42420,US,South,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,609.98,2,0,274.491,88.07,High,304.99,7,1,2011,4,1,1,255.84,755.96,19.536,553.5178571,251.92942,Winter
38477,CA-2011-106054,07-01-2011,08-01-2011,First Class,JO-15145,Jack O'Briant,Corporate,Athens,Georgia,United States,30605,US,South,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",12.78,3,0,5.2398,3.51,Critical,4.26,7,1,2011,4,1,1,609.98,5.025,40.7358,554.6257143,250.99756,Winter
38958,CA-2011-105417,08-01-2011,13-01-2011,Standard Class,VS-21820,Vivek Sundaresam,Consumer,Huntsville,Texas,United States,77340,US,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.43,7,0.8,-18.2525,0.63,Medium,1.49,8,1,2011,5,1,1,396.9,391.98,324.45,346.8845714,286.5256967,Winter
38957,CA-2011-105417,08-01-2011,13-01-2011,Standard Class,VS-21820,Vivek Sundaresam,Consumer,Huntsville,Texas,United States,77340,US,Central,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.728,3,0.6,-53.7096,6.69,Medium,25.576,8,1,2011,5,1,1,2478.6,155.358,174.33,891.266,426.6677667,Winter
31890,CA-2011-135405,10-01-2011,14-01-2011,Standard Class,MS-17830,Melanie Seite,Consumer,Laredo,Texas,United States,78041,US,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3,0.2,9.75,1.13,Medium,10.4,10,1,2011,0,2,1,588.6,2875.095,255.84,157.6757143,402.23888,Winter
31889,CA-2011-135405,10-01-2011,14-01-2011,Standard Class,MS-17830,Melanie Seite,Consumer,Laredo,Texas,United States,78041,US,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168,0.21,Medium,4.672,10,1,2011,0,2,1,25.92,308.64,155.358,105.0577143,379.24908,Winter
32162,CA-2011-149020,11-01-2011,16-01-2011,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Springfield,Virginia,United States,22153,US,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,1,0,1.3583,0.22,Medium,2.89,11,1,2011,1,2,1,4.9053,142.38,9.3225,172.0964371,231.7933787,Winter
32163,CA-2011-149020,11-01-2011,16-01-2011,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Springfield,Virginia,United States,22153,US,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0,21.2954,3.52,Medium,51.94,11,1,2011,1,2,1,333.6903,114.768,16.65,179.2198429,163.472262,Winter
32013,CA-2011-130092,12-01-2011,15-01-2011,First Class,SV-20365,Seth Vernon,Consumer,Dover,Delaware,United States,19901,US,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814,2.69,Critical,4.97,12,1,2011,2,2,1,3.087,16.74,97.02,190.9432857,257.4285567,Winter
40926,CA-2011-118192,14-01-2011,19-01-2011,Standard Class,MM-17920,Michael Moore,Consumer,Newark,Ohio,United States,43055,US,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3.438,2,0.7,-2.5212,0.27,Medium,1.719,14,1,2011,4,2,1,793.68,37.5,696.852,159.5582857,235.1011173,Winter
32060,CA-2011-162775,14-01-2011,16-01-2011,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,United States,71111,US,South,OFF-EN-10001990,Office Supplies,Envelopes,Staples,11.36,2,0,5.3392,2.88,Critical,5.68,14,1,2011,4,2,1,65.92,201.26,267.984,139.5711429,184.650984,Winter
34275,CA-2011-109232,14-01-2011,17-01-2011,Second Class,ND-18370,Natalie DeCherney,Consumer,Mount Pleasant,South Carolina,United States,29464,US,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0,87.3504,52.32,Medium,90.99,14,1,2011,4,2,1,73.92,793.68,4.554,182.3682857,215.143784,Winter
40925,CA-2011-118192,14-01-2011,19-01-2011,Standard Class,MM-17920,Michael Moore,Consumer,Newark,Ohio,United States,43055,US,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37.408,7,0.2,13.0928,1.46,Medium,5.344,14,1,2011,4,2,1,545.94,3.438,15.552,187.2211429,215.8723173,Winter
36236,CA-2011-157147,14-01-2011,19-01-2011,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,United States,94109,US,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.567,3.03,High,3.98,14,1,2011,4,2,1,485.73,11.36,495.06,248.414,197.8376507,Winter
32064,CA-2011-162775,14-01-2011,16-01-2011,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,United States,71111,US,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0,34.3548,146.29,Critical,95.43,14,1,2011,4,2,1,19.9,136.44,256.8,310.7197143,208.3636507,Winter
32062,CA-2011-162775,14-01-2011,16-01-2011,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,United States,71111,US,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0,258.696,141.35,Critical,107.79,14,1,2011,4,2,1,393.48,545.94,12.672,319.2842857,244.8194173,Winter
32061,CA-2011-162775,14-01-2011,16-01-2011,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,United States,71111,US,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,0,25.47,12.66,Critical,16.98,14,1,2011,4,2,1,646.74,37.408,17.361,321.2174286,245.9387173,Winter
36234,CA-2011-157147,14-01-2011,19-01-2011,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,United States,94109,US,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653,187.65,High,265.17,14,1,2011,4,2,1,245.52,19.9,384.96852,473.466,268.0834333,Winter
36235,CA-2011-157147,14-01-2011,19-01-2011,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,United States,94109,US,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3,0.15,3.9294,40.44,High,111.333,14,1,2011,4,2,1,109.38,109.848,15.93,147.2973571,245.7449167,Winter
32063,CA-2011-162775,14-01-2011,16-01-2011,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,United States,71111,US,South,OFF-BI-10004187,Office Supplies,Binders,Staples,5.64,3,0,2.7072,0.85,Critical,1.88,14,1,2011,4,2,1,333.999,98.7525,201.26,133.9955714,239.22425,Winter
37771,CA-2011-149524,15-01-2011,16-01-2011,First Class,BS-11590,Brendan Sweed,Corporate,Philadelphia,Pennsylvania,United States,19140,US,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,4,0.5,-53.2856,10.96,High,15.49,15,1,2011,5,2,1,169.5,14.706,439.56,146.068,230.3283833,Winter
33210,CA-2011-103366,16-01-2011,18-01-2011,First Class,EH-13990,Erica Hackney,Consumer,Roswell,Georgia,United States,30076,US,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0,65.978,45.24,Critical,29.99,16,1,2011,6,2,1,265.44,20.7,19.9,196.4026571,229.67707,Winter
32268,CA-2011-115791,17-01-2011,19-01-2011,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,United States,19134,US,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,3,0.4,-31.05,26.12,Critical,41.4,17,1,2011,0,3,1,84.375,149.95,1325.85,100.5197143,142.65627,Winter
32270,CA-2011-115791,17-01-2011,19-01-2011,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,United States,19134,US,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,3,0.2,10.1493,10.17,Critical,10.024,17,1,2011,0,3,1,124.2,95.04,109.848,91.23857143,139.99707,Winter
32267,CA-2011-115791,17-01-2011,19-01-2011,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,United States,19134,US,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,0.2,28.5984,36.4,Critical,21.184,17,1,2011,0,3,1,1411.55124,299.97,224.07,263.1034629,177.6266947,Winter
32269,CA-2011-115791,17-01-2011,19-01-2011,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,United States,19134,US,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,0.7,-13.6312,5.26,Critical,9.294,17,1,2011,0,3,1,127.104,45.846,79.992,259.2094629,175.5798947,Winter
36661,CA-2011-123477,19-01-2011,22-01-2011,Second Class,DW-13195,David Wiener,Corporate,Springfield,Oregon,United States,97477,US,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.4864,5.04,High,16.216,19,1,2011,2,3,1,40.92,16.29,149.9712,217.0515714,190.5110213,Winter
36762,CA-2011-146591,20-01-2011,21-01-2011,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,United States,85254,US,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.7,-320.597,29.68,Medium,36.294,20,1,2011,3,3,1,48.51,278.397,95.04,210.352,193.4734413,Winter
36759,CA-2011-146591,20-01-2011,21-01-2011,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,United States,85254,US,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716,6.03,Medium,3.234,20,1,2011,3,3,1,181.47,716,37.152,112.6862857,193.3130413,Winter
36761,CA-2011-146591,20-01-2011,21-01-2011,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,United States,85254,US,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693,10.39,Medium,21.744,20,1,2011,3,3,1,58.44,195.648,1411.55124,175.4404286,173.0492333,Winter
36760,CA-2011-146591,20-01-2011,21-01-2011,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,United States,85254,US,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.2,19.6224,14.49,Medium,14.016,20,1,2011,3,3,1,140.91,37.44,25.545,193.1232857,174.6943333,Winter
37628,CA-2011-167927,21-01-2011,27-01-2011,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,United States,48185,US,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0,12.7368,4.88,Medium,14.64,21,1,2011,4,3,1,61.2,58.44,14.19,63.53571429,151.9097333,Winter
32420,US-2011-147627,21-01-2011,27-01-2011,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,United States,72401,US,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0,11.58,2.57,Medium,9.65,21,1,2011,4,3,1,43.92,108.72,108.24,53.51857143,149.5884,Winter
37627,CA-2011-167927,21-01-2011,27-01-2011,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,United States,48185,US,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0,15.9792,8.4,Medium,33.29,21,1,2011,4,3,1,38.6,23.616,417.9,59.65628571,137.8777333,Winter
37034,CA-2011-148614,21-01-2011,26-01-2011,Standard Class,MV-17485,Mark Van Huff,Consumer,Los Angeles,California,United States,90049,US,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0,5.79,0.64,Medium,9.65,21,1,2011,4,3,1,495.42,56.064,16.29,105.0485714,152.7347333,Winter
37629,CA-2011-167927,21-01-2011,27-01-2011,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,United States,48185,US,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0,4.8609,0.71,Medium,4.91,21,1,2011,4,3,1,2797.248,43.92,226.4,668.0054286,273.9666667,Winter
32418,US-2011-147627,21-01-2011,27-01-2011,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,United States,72401,US,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0,181.9818,31.52,Medium,99.99,21,1,2011,4,3,1,14.73,38.6,278.397,762.4811429,288.0177667,Winter
37626,CA-2011-167927,21-01-2011,27-01-2011,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,United States,48185,US,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,0.1,93.5816,14.53,Medium,61.929,21,1,2011,4,3,1,107.4,1244.16,48.42,571.8862286,275.3874867,Winter
37623,CA-2011-167927,21-01-2011,27-01-2011,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,United States,48185,US,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0,4.0542,1.14,Medium,13.98,21,1,2011,4,3,1,247.716,2797.248,372.28,174.2765143,263.4441533,Winter
37630,CA-2011-167927,21-01-2011,27-01-2011,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,United States,48185,US,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,0,13.365,1.98,Medium,5.94,21,1,2011,4,3,1,13.98,14.73,48.51,176.4150857,262.8171533,Winter
37624,CA-2011-167927,21-01-2011,27-01-2011,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,United States,48185,US,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0,30.0234,20.68,Medium,90.98,21,1,2011,4,3,1,182.32,51.5796,32.34,134.0937143,270.8654867,Winter
32421,US-2011-147627,21-01-2011,27-01-2011,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,United States,72401,US,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0,1.7901,0.47,Medium,2.21,21,1,2011,4,3,1,272.94,84.6,195.648,122.9551429,264.5648867,Winter
32419,US-2011-147627,21-01-2011,27-01-2011,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,United States,72401,US,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,7,0,6.6584,1.22,Medium,3.28,21,1,2011,4,3,1,6.63,107.4,48,110.8922857,263.73022,Winter
37625,CA-2011-167927,21-01-2011,27-01-2011,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,United States,48185,US,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0,8.9535,1.21,Medium,3.81,21,1,2011,4,3,1,27,13.98,37.44,80.08571429,263.63822,Winter
32423,US-2011-147627,21-01-2011,27-01-2011,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,United States,72401,US,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0,224.2674,85.72,Medium,355.98,21,1,2011,4,3,1,19.05,29.7,825.36,228.4057143,271.72422,Winter
38417,US-2011-147774,21-01-2011,27-01-2011,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,Smyrna,Tennessee,United States,37167,US,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194,1,0.7,-51.5154,3,Medium,67.194,21,1,2011,4,3,1,60.96,272.94,58.44,181.6762857,269.42292,Winter
37033,CA-2011-148614,21-01-2011,26-01-2011,Standard Class,MV-17485,Mark Van Huff,Consumer,Los Angeles,California,United States,90049,US,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0,9.2928,0.94,Medium,9.68,21,1,2011,4,3,1,276.96,27,140.91,273.7634286,283.6880533,Winter
32422,US-2011-147627,21-01-2011,27-01-2011,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,United States,72401,US,South,OFF-EN-10001539,Office Supplies,Envelopes,Staples,23.34,3,0,10.9698,2.6,Medium,7.78,21,1,2011,4,3,1,17.76,1067.94,10.32,124.3505714,282.8452533,Winter
41286,CA-2011-110422,22-01-2011,24-01-2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Miami,Florida,United States,33180,US,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25.248,3,0.2,4.1028,3.64,Critical,8.416,22,1,2011,5,3,1,23.34,60.96,61.2,119.2488571,281.6468533,Winter
40452,CA-2011-102645,24-01-2011,29-01-2011,Standard Class,IM-15055,Ionia McGrath,Consumer,Las Vegas,Nevada,United States,89115,US,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0,19.2384,4.31,Medium,6.68,24,1,2011,0,4,1,420.42,25.8,17.76,95.41114286,213.9590833,Winter
41183,CA-2011-146997,24-01-2011,28-01-2011,Standard Class,SG-20605,Speros Goranitis,Consumer,Lafayette,Indiana,United States,47905,US,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0,0,0.95,High,1.98,24,1,2011,0,4,1,560.97,59.25,95.1,132.1825714,183.1283333,Winter
33877,US-2011-155502,27-01-2011,01-02-2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,United States,22304,US,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0,9.3312,1.53,Medium,6.48,27,1,2011,3,4,1,31.5,345.33,310.59,111.9573429,160.44288,Winter
33876,US-2011-155502,27-01-2011,01-02-2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,United States,22304,US,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0,0,21.48,Medium,61.24,27,1,2011,3,4,1,82.0599,141.7059,570.285,133.4399857,162.2303767,Winter
33875,US-2011-155502,27-01-2011,01-02-2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,United States,22304,US,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0,30.7818,6.15,Medium,20.94,27,1,2011,3,4,1,115.44,229.56,88.44,121.2042714,120.1257767,Winter
33879,US-2011-155502,27-01-2011,01-02-2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,United States,22304,US,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,13,0,0,11.95,Medium,11.95,27,1,2011,3,4,1,30.68,5.34,177.36,136.1228429,119.9887767,Winter
33878,US-2011-155502,27-01-2011,01-02-2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,United States,22304,US,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0,8.34,1.13,Medium,8.34,27,1,2011,3,4,1,39.96,16.59,41.49,67.37571429,115.3579767,Winter
39446,CA-2011-167997,27-01-2011,30-01-2011,First Class,CA-11965,Carol Adams,Corporate,Rapid City,South Dakota,United States,57701,US,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0,5.0196,1.39,High,5.34,27,1,2011,3,4,1,366.87,62.82,88.2,95.84571429,113.5859767,Winter
33880,US-2011-155502,27-01-2011,01-02-2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,United States,22304,US,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0,4.4712,0.43,Medium,4.14,27,1,2011,3,4,1,10.68,30.68,124.29,93.23714286,109.8569767,Winter
39447,CA-2011-167997,27-01-2011,30-01-2011,First Class,CA-11965,Carol Adams,Corporate,Rapid City,South Dakota,United States,57701,US,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0,39.7488,24.59,High,70.98,27,1,2011,3,4,1,20.13,39.96,10.98,86.18571429,115.2107767,Winter
33881,US-2011-155502,27-01-2011,01-02-2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,United States,22304,US,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,2,0,52.6344,17.66,Medium,93.99,27,1,2011,3,4,1,141.96,16.68,79.38,110.6571429,118.8307767,Winter
35092,US-2011-117163,28-01-2011,03-02-2011,Standard Class,EJ-13720,Ed Jacobs,Consumer,San Diego,California,United States,92037,US,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333,3,0.2,-16.65,23.43,Medium,111,28,1,2011,4,4,1,531.522,10.68,284.88,180.2245714,137.9837767,Winter
35091,US-2011-117163,28-01-2011,03-02-2011,Standard Class,EJ-13720,Ed Jacobs,Consumer,San Diego,California,United States,92037,US,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0,14.3075,4,Medium,57.23,28,1,2011,4,4,1,333,12.42,345.33,186.626,128.3804433,Winter
35093,US-2011-117163,28-01-2011,03-02-2011,Standard Class,EJ-13720,Ed Jacobs,Consumer,San Diego,California,United States,92037,US,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0,12.0252,3.25,Medium,9.11,28,1,2011,4,4,1,132.0495,187.98,334.3035,172.5888571,118.22426,Winter
